09:54:51 5040 N     
09:54:56 5000 N     
05:06:27 615 N     
05:06:28 610 N     
05:06:29 615 N     
05:06:29 625 N     
05:06:30 630 N     
05:06:30 630 N     
05:06:31 630 N     
05:06:32 625 N     
05:06:32 625 N     
05:06:33 625 N     
05:06:34 610 N     
05:06:34 600 N     
05:06:35 610 N     
05:06:35 615 N     
05:06:36 625 N     
05:06:37 630 N     
05:06:37 630 N     
05:06:38 625 N     
05:06:38 635 N     
05:06:39 625 N     
05:06:40 620 N     
05:06:40 605 N     
05:06:41 615 N     
05:06:42 610 N     
05:06:42 630 N     
05:06:43 625 N     
05:06:43 635 N     
05:06:44 625 N     
05:06:45 630 N     
05:06:45 625 N     
05:06:46 410 N PR SVPB C.I.= 410 ms   
05:06:46 610 N     
05:06:47 615 N     
05:06:48 620 N     
05:06:48 630 N     
05:06:49 635 N     
05:06:49 630 N     
05:06:50 635 N     
05:06:51 635 N     
05:06:51 635 N     
05:06:52 615 N     
05:06:53 620 N     
05:06:53 630 N     
05:06:54 640 N     
05:06:55 645 N     
05:06:55 645 N     
05:06:56 645 N     
05:06:56 645 N     
05:06:57 635 N     
05:06:58 640 N     
05:06:58 630 N     
05:06:59 625 N     
05:07:00 625 N     
05:07:00 620 N     
05:07:01 605 N     
05:07:01 600 N     
05:07:02 610 N     
05:07:03 615 N     
05:07:03 625 N     
05:07:04 625 N     
05:07:05 630 N     
05:07:05 625 N     
05:07:06 625 N     
05:07:06 610 N     
05:07:07 605 N     
05:07:08 605 N     
05:07:08 610 N     
05:07:09 625 N     
05:07:09 620 N     
05:07:10 625 N     
05:07:11 625 N     
05:07:11 620 N     
05:07:12 610 N     
05:07:13 605 N     
05:07:13 610 N     
05:07:14 625 N     
05:07:14 630 N     
05:07:15 635 N     
05:07:16 635 N     
05:07:16 630 N     
05:07:17 630 N     
05:07:18 610 N     
05:07:18 615 N     
05:07:19 620 N     
05:07:19 635 N     
05:07:20 630 N     
05:07:21 640 N     
05:07:21 630 N     
05:07:22 635 N     
05:07:23 625 N     
05:07:23 630 N     
05:07:24 620 N     
05:07:24 605 N     
05:07:25 605 N     
05:07:26 605 N     
05:07:26 620 N     
05:07:27 630 N     
05:07:28 640 N     
05:07:28 635 N     
05:07:29 640 N     
05:07:29 630 N     
05:07:30 630 N     
05:07:31 630 N     
05:07:31 615 N     
05:07:32 615 N     
05:07:33 620 N     
05:07:33 620 N     
05:07:34 630 N     
05:07:34 630 N     
05:07:35 625 N     
05:07:36 630 N     
05:07:36 625 N     
05:07:37 625 N     
05:07:38 620 N     
05:07:38 625 N     
05:07:39 605 N     
05:07:39 600 N     
05:07:40 605 N     
05:07:41 610 N     
05:07:41 620 N     
05:07:42 625 N     
05:07:42 630 N     
05:07:43 630 N     
05:07:44 625 N     
05:07:44 625 N     
05:07:45 625 N     
05:07:46 605 N     
05:07:46 610 N     
05:07:47 605 N     
05:07:47 620 N     
05:07:48 620 N     
05:07:49 625 N     
05:07:49 620 N     
05:07:50 625 N     
05:07:51 620 N     
05:07:51 620 N     
05:07:52 600 N     
05:07:52 610 N     
05:07:53 610 N     
05:07:54 620 N     
05:07:54 635 N     
05:07:55 630 N     
05:07:56 635 N     
05:07:56 635 N     
05:07:57 635 N     
05:07:57 630 N     
05:07:58 630 N     
05:07:59 620 N     
05:07:59 610 N     
05:08:00 620 N     
05:08:01 630 N     
05:08:01 640 N     
05:08:02 640 N     
05:08:02 635 N     
05:08:03 630 N     
05:08:04 615 N     
05:08:04 610 N     
05:08:05 610 N     
05:08:06 615 N     
05:08:06 620 N     
05:08:07 615 N     
05:08:07 620 N     
05:08:08 610 N     
05:08:09 605 N     
05:08:09 620 N     
05:08:10 630 N     
05:08:10 640 N     
05:08:11 645 N     
05:08:12 645 N     
05:08:12 645 N     
05:08:13 640 N     
05:08:14 630 N     
05:08:14 610 N     
05:08:15 620 N     
05:08:16 625 N     
05:08:16 630 N     
05:08:17 630 N     
05:08:17 635 N     
05:08:18 640 N     
05:08:19 630 N     
05:08:19 635 N     
05:08:20 615 N     
05:08:21 605 N     
05:08:21 610 N     
05:08:22 620 N     
05:08:22 625 N     
05:08:23 640 N     
05:08:24 645 N     
05:08:24 640 N     
05:08:25 640 N     
05:08:26 640 N     
05:08:26 635 N     
05:08:27 635 N     
05:08:28 635 N     
05:08:28 615 N     
05:08:29 610 N     
05:08:29 615 N     
05:08:30 630 N     
05:08:31 630 N     
05:08:31 645 N     
05:08:32 635 N     
05:08:33 640 N     
05:08:33 630 N     
05:08:34 630 N     
05:08:34 625 N     
05:08:35 615 N     
05:08:36 605 N     
05:08:36 605 N     
05:08:37 615 N     
05:08:37 625 N     
05:08:38 625 N     
05:08:39 640 N     
05:08:39 640 N     
05:08:40 630 N     
05:08:41 630 N     
05:08:41 630 N     
05:08:42 630 N     
05:08:43 615 N     
05:08:43 605 N     
05:08:44 610 N     
05:08:44 610 N     
05:08:45 620 N     
05:08:46 625 N     
05:08:46 625 N     
05:08:47 625 N     
05:08:47 625 N     
05:08:48 625 N     
05:08:49 620 N     
05:08:49 600 N     
05:08:50 610 N     
05:08:51 615 N     
05:08:51 630 N     
05:08:52 625 N     
05:08:52 635 N     
05:08:53 635 N     
05:08:54 635 N     
05:08:54 630 N     
05:08:55 630 N     
05:08:56 620 N     
05:08:56 605 N     
05:08:57 625 N     
05:08:57 630 N     
05:08:58 635 N     
05:08:59 635 N     
05:08:59 630 N     
05:09:00 630 N     
05:09:01 620 N     
05:09:01 620 N     
05:09:02 600 N     
05:09:02 595 N     
05:09:03 600 N     
05:09:04 610 N     
05:09:04 625 N     
05:09:05 630 N     
05:09:06 640 N     
05:09:06 640 N     
05:09:07 635 N     
05:09:07 640 N     
05:09:08 615 N     
05:09:09 625 N     
05:09:09 620 N     
05:09:10 625 N     
05:09:11 625 N     
05:09:11 620 N     
05:09:12 620 N     
05:09:12 615 N     
05:09:13 610 N     
05:09:14 610 N     
05:09:14 600 N     
05:09:15 595 N     
05:09:15 600 N     
05:09:16 605 N     
05:09:17 615 N     
05:09:17 620 N     
05:09:18 625 N     
05:09:19 635 N     
05:09:19 630 N     
05:09:20 630 N     
05:09:20 625 N     
05:09:21 610 N     
05:09:22 615 N     
05:09:22 620 N     
05:09:23 620 N     
05:09:23 625 N     
05:09:24 625 N     
05:09:25 620 N     
05:09:25 630 N     
05:09:26 615 N     
05:09:27 600 N     
05:09:27 610 N     
05:09:28 615 N     
05:09:28 625 N     
05:09:29 625 N     
05:09:30 635 N     
05:09:30 630 N     
05:09:31 630 N     
05:09:32 605 N     
05:09:32 625 N     
05:09:33 625 N     
05:09:33 640 N     
05:09:34 645 N     
05:09:35 645 N     
05:09:35 645 N     
05:09:36 645 N     
05:09:37 640 N     
05:09:37 640 N     
05:09:38 635 N     
05:09:39 620 N     
05:09:39 615 N     
05:09:40 630 N     
05:09:40 635 N     
05:09:41 640 N     
05:09:42 640 N     
05:09:42 640 N     
05:09:43 630 N     
05:09:44 610 N     
05:09:44 625 N     
05:09:45 630 N     
05:09:45 635 N     
05:09:46 630 N     
05:09:47 640 N     
05:09:47 635 N     
05:09:48 635 N     
05:09:49 625 N     
05:09:49 605 N     
05:09:50 615 N     
05:09:50 620 N     
05:09:51 630 N     
05:09:52 635 N     
05:09:52 645 N     
05:09:53 645 N     
05:09:54 640 N     
05:09:54 645 N     
05:09:55 635 N     
05:09:56 625 N     
05:09:56 615 N     
05:09:57 615 N     
05:09:57 620 N     
05:09:58 630 N     
05:09:59 625 N     
05:09:59 630 N     
05:10:00 625 N     
05:10:01 630 N     
05:10:01 620 N     
05:10:02 605 N     
05:10:02 610 N     
05:10:03 615 N     
05:10:04 625 N     
05:10:04 625 N     
05:10:05 645 N     
05:10:06 645 N     
05:10:06 640 N     
05:10:07 640 N     
05:10:07 615 N     
05:10:08 620 N     
05:10:09 635 N     
05:10:09 640 N     
05:10:10 645 N     
05:10:11 645 N     
05:10:11 635 N     
05:10:12 635 N     
05:10:13 630 N     
05:10:13 630 N     
05:10:14 625 N     
05:10:14 625 N     
05:10:15 615 N     
05:10:16 815 N     
05:10:16 605 N     
05:10:17 615 N     
05:10:18 625 N     
05:10:18 625 N     
05:10:19 635 N     
05:10:20 635 N     
05:10:20 635 N     
05:10:21 630 N     
05:10:21 630 N     
05:10:22 630 N     
05:10:23 615 N     
05:10:23 605 N     
05:10:24 615 N     
05:10:25 620 N     
05:10:25 625 N     
05:10:26 625 N     
05:10:26 630 N     
05:10:27 630 N     
05:10:28 625 N     
05:10:28 630 N     
05:10:29 625 N     
05:10:30 630 N     
05:10:30 630 N     
05:10:31 610 N     
05:10:31 615 N     
05:10:32 620 N     
05:10:33 635 N     
05:10:33 645 N     
05:10:34 640 N     
05:10:35 640 N     
05:10:35 635 N     
05:10:36 630 N     
05:10:37 630 N     
05:10:37 635 N     
05:10:38 625 N     
05:10:38 610 N     
05:10:39 610 N     
05:10:40 610 N     
05:10:40 625 N     
05:10:41 625 N     
05:10:42 630 N     
05:10:42 630 N     
05:10:43 630 N     
05:10:43 625 N     
05:10:44 630 N     
05:10:45 615 N     
05:10:45 605 N     
05:10:46 615 N     
05:10:46 610 N     
05:10:47 630 N     
05:10:48 635 N     
05:10:48 635 N     
05:10:49 630 N     
05:10:50 630 N     
05:10:50 630 N     
05:10:51 620 N     
05:10:51 600 N     
05:10:52 610 N     
05:10:53 615 N     
05:10:53 625 N     
05:10:54 625 N     
05:10:55 630 N     
05:10:55 625 N     
05:10:56 630 N     
05:10:56 625 N     
05:10:57 625 N     
05:10:58 620 N     
05:10:58 605 N     
05:10:59 610 N     
05:11:00 610 N     
05:11:00 620 N     
05:11:01 630 N     
05:11:01 630 N     
05:11:02 630 N     
05:11:03 635 N     
05:11:03 625 N     
05:11:04 630 N     
05:11:05 630 N     
05:11:05 610 N     
05:11:06 610 N     
05:11:06 620 N     
05:11:07 620 N     
05:11:08 630 N     
05:11:08 630 N     
05:11:09 625 N     
05:11:10 630 N     
05:11:10 625 N     
05:11:11 620 N     
05:11:11 615 N     
05:11:12 615 N     
05:11:13 610 N     
05:11:13 610 N     
05:11:14 595 N     
05:11:14 595 N     
05:11:15 610 N     
05:11:16 1045 N     
05:11:17 640 N     
05:11:17 645 N     
05:11:18 645 N     
05:11:19 645 N     
05:11:19 630 N     
05:11:20 610 N     
05:11:21 620 N     
05:11:21 625 N     
05:11:22 630 N     
05:11:22 635 N     
05:11:23 630 N     
05:11:24 630 N     
05:11:24 625 N     
05:11:25 620 N     
05:11:26 610 N     
05:11:26 605 N     
05:11:27 615 N     
05:11:27 625 N     
05:11:28 625 N     
05:11:29 635 N     
05:11:29 635 N     
05:11:30 630 N     
05:11:31 635 N     
05:11:31 620 N     
05:11:32 610 N     
05:11:32 625 N     
05:11:33 625 N     
05:11:34 640 N     
05:11:34 635 N     
05:11:35 645 N     
05:11:36 635 N     
05:11:36 640 N     
05:11:37 640 N     
05:11:37 630 N     
05:11:38 610 N     
05:11:39 620 N     
05:11:39 625 N     
05:11:40 635 N     
05:11:41 645 N     
05:11:41 640 N     
05:11:42 650 N     
05:11:43 640 N     
05:11:43 640 N     
05:11:44 635 N     
05:11:44 635 N     
05:11:45 630 N     
05:11:46 620 N     
05:11:46 615 N     
05:11:47 630 N     
05:11:48 645 N     
05:11:48 640 N     
05:11:49 645 N     
05:11:49 635 N     
05:11:50 640 N     
05:11:51 635 N     
05:11:51 625 N     
05:11:52 630 N     
05:11:53 625 N     
05:11:53 625 N     
05:11:54 620 N     
05:11:55 610 N     
05:11:55 610 N     
05:11:56 615 N     
05:11:56 625 N     
05:11:57 635 N     
05:11:58 640 N     
05:11:58 635 N     
05:11:59 635 N     
05:12:00 635 N     
05:12:00 635 N     
05:12:01 620 N     
05:12:01 610 N     
05:12:02 615 N     
05:12:03 620 N     
05:12:03 635 N     
05:12:04 635 N     
05:12:05 635 N     
05:12:05 645 N     
05:12:06 640 N     
05:12:06 645 N     
05:12:07 640 N     
05:12:08 625 N     
05:12:08 610 N     
05:12:09 620 N     
05:12:10 630 N     
05:12:10 635 N     
05:12:11 635 N     
05:12:12 645 N     
05:12:12 640 N     
05:12:13 635 N     
05:12:13 630 N     
05:12:14 610 N     
05:12:15 620 N     
05:12:15 625 N     
05:12:16 835 N     
05:12:17 635 N     
05:12:17 650 N     
05:12:18 660 N     
05:12:19 645 N     
05:12:19 635 N     
05:12:20 620 N     
05:12:21 625 N     
05:12:21 605 N     
05:12:22 600 N     
05:12:22 605 N     
05:12:23 615 N     
05:12:24 620 N     
05:12:24 620 N     
05:12:25 620 N     
05:12:25 620 N     
05:12:26 610 N     
05:12:27 605 N     
05:12:27 610 N     
05:12:28 615 N     
05:12:29 620 N     
05:12:29 620 N     
05:12:30 625 N     
05:12:30 625 N     
05:12:31 625 N     
05:12:32 620 N     
05:12:32 625 N     
05:12:33 620 N     
05:12:34 610 N     
05:12:34 600 N     
05:12:35 610 N     
05:12:35 620 N     
05:12:36 625 N     
05:12:37 625 N     
05:12:37 630 N     
05:12:38 635 N     
05:12:38 630 N     
05:12:39 615 N     
05:12:40 615 N     
05:12:40 620 N     
05:12:41 635 N     
05:12:42 630 N     
05:12:42 635 N     
05:12:43 640 N     
05:12:44 635 N     
05:12:44 635 N     
05:12:45 630 N     
05:12:45 610 N     
05:12:46 420 N PR SVPB C.I.= 420 ms   
05:12:46 620 N     
05:12:47 630 N     
05:12:48 640 N     
05:12:48 635 N     
05:12:49 645 N     
05:12:50 640 N     
05:12:50 635 N     
05:12:51 635 N     
05:12:52 615 N     
05:12:52 615 N     
05:12:53 620 N     
05:12:53 630 N     
05:12:54 630 N     
05:12:55 630 N     
05:12:55 635 N     
05:12:56 630 N     
05:12:57 640 N     
05:12:57 640 N     
05:12:58 625 N     
05:12:58 620 N     
05:12:59 620 N     
05:13:00 635 N     
05:13:00 645 N     
05:13:01 650 N     
05:13:02 650 N     
05:13:02 645 N     
05:13:03 640 N     
05:13:04 640 N     
05:13:04 635 N     
05:13:05 635 N     
05:13:05 625 N     
05:13:06 615 N     
05:13:07 610 N     
05:13:07 615 N     
05:13:08 630 N     
05:13:09 640 N     
05:13:09 640 N     
05:13:10 650 N     
05:13:10 640 N     
05:13:11 655 N     
05:13:12 645 N     
05:13:12 645 N     
05:13:13 635 N     
05:13:14 620 N     
05:13:14 620 N     
05:13:15 625 N     
05:13:16 830 N     
05:13:16 645 N     
05:13:17 640 N     
05:13:18 635 N     
05:13:18 630 N     
05:13:19 630 N     
05:13:20 620 N     
05:13:20 600 N     
05:13:21 610 N     
05:13:21 610 N     
05:13:22 620 N     
05:13:23 610 N     
05:13:23 605 N     
05:13:24 615 N     
05:13:24 620 N     
05:13:25 630 N     
05:13:26 630 N     
05:13:26 625 N     
05:13:27 610 N     
05:13:28 615 N     
05:13:28 620 N     
05:13:29 625 N     
05:13:29 620 N     
05:13:30 625 N     
05:13:31 620 N     
05:13:31 620 N     
05:13:32 610 N     
05:13:32 600 N     
05:13:33 605 N     
05:13:34 620 N     
05:13:34 625 N     
05:13:35 625 N     
05:13:36 630 N     
05:13:36 635 N     
05:13:37 630 N     
05:13:37 625 N     
05:13:38 630 N     
05:13:39 615 N     
05:13:39 605 N     
05:13:40 620 N     
05:13:41 630 N     
05:13:41 630 N     
05:13:42 635 N     
05:13:42 625 N     
05:13:43 630 N     
05:13:44 620 N     
05:13:44 625 N     
05:13:45 620 N     
05:13:46 1045 N     
05:13:47 600 N     
05:13:47 605 N     
05:13:48 615 N     
05:13:48 620 N     
05:13:49 625 N     
05:13:50 630 N     
05:13:50 630 N     
05:13:51 635 N     
05:13:52 635 N     
05:13:52 635 N     
05:13:53 630 N     
05:13:53 620 N     
05:13:54 610 N     
05:13:55 625 N     
05:13:55 635 N     
05:13:56 640 N     
05:13:57 640 N     
05:13:57 635 N     
05:13:58 640 N     
05:13:59 630 N     
05:13:59 630 N     
05:14:00 610 N     
05:14:00 615 N     
05:14:01 620 N     
05:14:02 625 N     
05:14:02 630 N     
05:14:03 635 N     
05:14:04 630 N     
05:14:04 640 N     
05:14:05 635 N     
05:14:05 635 N     
05:14:06 625 N     
05:14:07 610 N     
05:14:07 620 N     
05:14:08 620 N     
05:14:09 630 N     
05:14:09 625 N     
05:14:10 630 N     
05:14:10 630 N     
05:14:11 635 N     
05:14:12 625 N     
05:14:12 625 N     
05:14:13 610 N     
05:14:14 610 N     
05:14:14 615 N     
05:14:15 630 N     
05:14:15 635 N     
05:14:16 645 N     
05:14:17 650 N     
05:14:17 645 N     
05:14:18 645 N     
05:14:19 650 N     
05:14:19 625 N     
05:14:20 630 N     
05:14:21 645 N     
05:14:21 645 N     
05:14:22 655 N     
05:14:23 650 N     
05:14:23 650 N     
05:14:24 645 N     
05:14:24 640 N     
05:14:25 635 N     
05:14:26 630 N     
05:14:26 630 N     
05:14:27 630 N     
05:14:28 615 N     
05:14:28 605 N     
05:14:29 615 N     
05:14:29 635 N     
05:14:30 650 N     
05:14:31 650 N     
05:14:31 645 N     
05:14:32 645 N     
05:14:33 635 N     
05:14:33 625 N     
05:14:34 610 N     
05:14:35 620 N     
05:14:35 615 N     
05:14:36 625 N     
05:14:36 610 N     
05:14:37 605 N     
05:14:38 620 N     
05:14:38 620 N     
05:14:39 630 N     
05:14:39 630 N     
05:14:40 635 N     
05:14:41 635 N     
05:14:41 635 N     
05:14:42 635 N     
05:14:43 635 N     
05:14:43 620 N     
05:14:44 615 N     
05:14:45 620 N     
05:14:45 635 N     
05:14:46 835 N     
05:14:47 640 N     
05:14:47 635 N     
05:14:48 630 N     
05:14:49 635 N     
05:14:49 630 N     
05:14:50 625 N     
05:14:50 620 N     
05:14:51 605 N     
05:14:52 610 N     
05:14:52 620 N     
05:14:53 635 N     
05:14:53 630 N     
05:14:54 640 N     
05:14:55 635 N     
05:14:55 635 N     
05:14:56 630 N     
05:14:57 635 N     
05:14:57 625 N     
05:14:58 630 N     
05:14:59 610 N     
05:14:59 610 N     
05:15:00 615 N     
05:15:00 625 N     
05:15:01 630 N     
05:15:02 630 N     
05:15:02 630 N     
05:15:03 625 N     
05:15:04 625 N     
05:15:04 620 N     
05:15:05 620 N     
05:15:05 620 N     
05:15:06 605 N     
05:15:07 600 N     
05:15:07 605 N     
05:15:08 610 N     
05:15:08 620 N     
05:15:09 630 N     
05:15:10 630 N     
05:15:10 630 N     
05:15:11 625 N     
05:15:12 630 N     
05:15:12 625 N     
05:15:13 605 N     
05:15:13 615 N     
05:15:14 610 N     
05:15:15 615 N     
05:15:15 620 N     
05:15:16 420 N PR SVPB C.I.= 420 ms   
05:15:16 615 N     
05:15:17 625 N     
05:15:18 625 N     
05:15:18 610 N     
05:15:19 605 N     
05:15:19 610 N     
05:15:20 620 N     
05:15:21 625 N     
05:15:21 630 N     
05:15:22 630 N     
05:15:23 635 N     
05:15:23 635 N     
05:15:24 635 N     
05:15:24 635 N     
05:15:25 625 N     
05:15:26 610 N     
05:15:26 620 N     
05:15:27 620 N     
05:15:28 635 N     
05:15:28 640 N     
05:15:29 640 N     
05:15:29 645 N     
05:15:30 645 N     
05:15:31 640 N     
05:15:31 630 N     
05:15:32 615 N     
05:15:33 615 N     
05:15:33 630 N     
05:15:34 630 N     
05:15:34 635 N     
05:15:35 635 N     
05:15:36 640 N     
05:15:36 640 N     
05:15:37 620 N     
05:15:38 625 N     
05:15:38 625 N     
05:15:39 650 N     
05:15:40 645 N     
05:15:40 640 N     
05:15:41 645 N     
05:15:41 640 N     
05:15:42 640 N     
05:15:43 635 N     
05:15:43 630 N     
05:15:44 630 N     
05:15:45 615 N     
05:15:45 615 N     
05:15:46 820 N     
05:15:47 635 N     
05:15:47 645 N     
05:15:48 655 N     
05:15:49 650 N     
05:15:49 645 N     
05:15:50 645 N     
05:15:51 645 N     
05:15:51 630 N     
05:15:52 615 N     
05:15:52 625 N     
05:15:53 630 N     
05:15:54 635 N     
05:15:54 640 N     
05:15:55 630 N     
05:15:56 635 N     
05:15:56 630 N     
05:15:57 625 N     
05:15:58 625 N     
05:15:58 625 N     
05:15:59 610 N     
05:15:59 605 N     
05:16:00 620 N     
05:16:01 625 N     
05:16:01 630 N     
05:16:02 635 N     
05:16:03 640 N     
05:16:03 640 N     
05:16:04 635 N     
05:16:04 640 N     
05:16:05 635 N     
05:16:06 635 N     
05:16:06 620 N     
05:16:07 615 N     
05:16:08 620 N     
05:16:08 620 N     
05:16:09 625 N     
05:16:09 620 N     
05:16:10 620 N     
05:16:11 620 N     
05:16:11 610 N     
05:16:12 600 N     
05:16:12 605 N     
05:16:13 615 N     
05:16:14 620 N     
05:16:14 620 N     
05:16:15 635 N     
05:16:16 1055 N     
05:16:17 610 N     
05:16:17 620 N     
05:16:18 620 N     
05:16:18 630 N     
05:16:19 635 N     
05:16:20 635 N     
05:16:20 635 N     
05:16:21 635 N     
05:16:22 635 N     
05:16:22 615 N     
05:16:23 610 N     
05:16:24 620 N     
05:16:24 630 N     
05:16:25 640 N     
05:16:25 645 N     
05:16:26 640 N     
05:16:27 630 N     
05:16:27 630 N     
05:16:28 620 N     
05:16:29 600 N     
05:16:29 610 N     
05:16:30 610 N     
05:16:30 615 N     
05:16:31 615 N     
05:16:32 620 N     
05:16:32 625 N     
05:16:33 620 N     
05:16:33 600 N     
05:16:34 615 N     
05:16:35 625 N     
05:16:35 630 N     
05:16:36 640 N     
05:16:37 640 N     
05:16:37 645 N     
05:16:38 635 N     
05:16:39 640 N     
05:16:39 630 N     
05:16:40 625 N     
05:16:40 610 N     
05:16:41 615 N     
05:16:42 620 N     
05:16:42 640 N     
05:16:43 635 N     
05:16:44 640 N     
05:16:44 635 N     
05:16:45 635 N     
05:16:45 625 N     
05:16:46 620 N     
05:16:47 605 N     
05:16:47 605 N     
05:16:48 615 N     
05:16:49 625 N     
05:16:49 630 N     
05:16:50 630 N     
05:16:50 635 N     
05:16:51 635 N     
05:16:52 635 N     
05:16:52 625 N     
05:16:53 615 N     
05:16:54 615 N     
05:16:54 620 N     
05:16:55 630 N     
05:16:55 635 N     
05:16:56 630 N     
05:16:57 630 N     
05:16:57 635 N     
05:16:58 625 N     
05:16:59 625 N     
05:16:59 610 N     
05:17:00 610 N     
05:17:00 610 N     
05:17:01 620 N     
05:17:02 620 N     
05:17:02 630 N     
05:17:03 630 N     
05:17:04 630 N     
05:17:04 630 N     
05:17:05 630 N     
05:17:05 625 N     
05:17:06 610 N     
05:17:07 615 N     
05:17:07 610 N     
05:17:08 630 N     
05:17:09 630 N     
05:17:09 635 N     
05:17:10 635 N     
05:17:10 635 N     
05:17:11 630 N     
05:17:12 630 N     
05:17:12 635 N     
05:17:13 620 N     
05:17:14 605 N     
05:17:14 620 N     
05:17:15 615 N     
05:17:15 625 N     
05:17:16 635 N     
05:17:17 635 N     
05:17:17 635 N     
05:17:18 640 N     
05:17:19 640 N     
05:17:19 635 N     
05:17:20 615 N     
05:17:20 625 N     
05:17:21 630 N     
05:17:22 640 N     
05:17:22 635 N     
05:17:23 640 N     
05:17:24 640 N     
05:17:24 635 N     
05:17:25 635 N     
05:17:26 625 N     
05:17:26 625 N     
05:17:27 625 N     
05:17:27 610 N     
05:17:28 600 N     
05:17:29 615 N     
05:17:29 625 N     
05:17:30 635 N     
05:17:31 650 N     
05:17:31 640 N     
05:17:32 645 N     
05:17:32 640 N     
05:17:33 640 N     
05:17:34 640 N     
05:17:34 630 N     
05:17:35 615 N     
05:17:36 620 N     
05:17:36 620 N     
05:17:37 625 N     
05:17:37 630 N     
05:17:38 635 N     
05:17:39 630 N     
05:17:39 630 N     
05:17:40 630 N     
05:17:41 625 N     
05:17:41 605 N     
05:17:42 615 N     
05:17:42 620 N     
05:17:43 630 N     
05:17:44 635 N     
05:17:44 640 N     
05:17:45 640 N     
05:17:46 640 N     
05:17:46 645 N     
05:17:47 635 N     
05:17:48 640 N     
05:17:48 630 N     
05:17:49 610 N     
05:17:49 625 N     
05:17:50 620 N     
05:17:51 630 N     
05:17:51 635 N     
05:17:52 640 N     
05:17:53 635 N     
05:17:53 630 N     
05:17:54 630 N     
05:17:54 630 N     
05:17:55 620 N     
05:17:56 605 N     
05:17:56 610 N     
05:17:57 610 N     
05:17:58 620 N     
05:17:58 625 N     
05:17:59 630 N     
05:17:59 630 N     
05:18:00 625 N     
05:18:01 625 N     
05:18:01 605 N     
05:18:02 615 N     
05:18:03 615 N     
05:18:03 630 N     
05:18:04 640 N     
05:18:04 635 N     
05:18:05 635 N     
05:18:06 635 N     
05:18:06 625 N     
05:18:07 620 N     
05:18:08 605 N     
05:18:08 620 N     
05:18:09 630 N     
05:18:09 635 N     
05:18:10 640 N     
05:18:11 640 N     
05:18:11 640 N     
05:18:12 635 N     
05:18:13 635 N     
05:18:13 630 N     
05:18:14 610 N     
05:18:14 620 N     
05:18:15 625 N     
05:18:16 635 N     
05:18:16 635 N     
05:18:17 640 N     
05:18:18 635 N     
05:18:18 640 N     
05:18:19 635 N     
05:18:20 630 N     
05:18:20 615 N     
05:18:21 610 N     
05:18:21 620 N     
05:18:22 620 N     
05:18:23 630 N     
05:18:23 630 N     
05:18:24 635 N     
05:18:25 645 N     
05:18:25 630 N     
05:18:26 630 N     
05:18:26 625 N     
05:18:27 605 N     
05:18:28 605 N     
05:18:28 615 N     
05:18:29 615 N     
05:18:30 630 N     
05:18:30 630 N     
05:18:31 635 N     
05:18:31 635 N     
05:18:32 640 N     
05:18:33 635 N     
05:18:33 635 N     
05:18:34 620 N     
05:18:35 610 N     
05:18:35 615 N     
05:18:36 620 N     
05:18:36 630 N     
05:18:37 630 N     
05:18:38 635 N     
05:18:38 635 N     
05:18:39 635 N     
05:18:40 635 N     
05:18:40 630 N     
05:18:41 620 N     
05:18:41 605 N     
05:18:42 610 N     
05:18:43 615 N     
05:18:43 630 N     
05:18:44 635 N     
05:18:45 635 N     
05:18:45 630 N     
05:18:46 640 N     
05:18:46 630 N     
05:18:47 625 N     
05:18:48 605 N     
05:18:48 620 N     
05:18:49 625 N     
05:18:50 630 N     
05:18:50 640 N     
05:18:51 640 N     
05:18:51 635 N     
05:18:52 640 N     
05:18:53 630 N     
05:18:53 630 N     
05:18:54 625 N     
05:18:55 610 N     
05:18:55 615 N     
05:18:56 620 N     
05:18:56 640 N     
05:18:57 645 N     
05:18:58 645 N     
05:18:58 640 N     
05:18:59 640 N     
05:19:00 640 N     
05:19:00 620 N     
05:19:01 610 N     
05:19:02 625 N     
05:19:02 625 N     
05:19:03 630 N     
05:19:03 635 N     
05:19:04 630 N     
05:19:05 635 N     
05:19:05 630 N     
05:19:06 630 N     
05:19:07 630 N     
05:19:07 615 N     
05:19:08 610 N     
05:19:08 615 N     
05:19:09 615 N     
05:19:10 630 N     
05:19:10 630 N     
05:19:11 635 N     
05:19:12 635 N     
05:19:12 630 N     
05:19:13 635 N     
05:19:13 630 N     
05:19:14 625 N     
05:19:15 605 N     
05:19:15 620 N     
05:19:16 630 N     
05:19:17 635 N     
05:19:17 640 N     
05:19:18 640 N     
05:19:19 630 N     
05:19:19 630 N     
05:19:20 630 N     
05:19:20 620 N     
05:19:21 620 N     
05:19:22 605 N     
05:19:22 600 N     
05:19:23 605 N     
05:19:23 625 N     
05:19:24 630 N     
05:19:25 635 N     
05:19:25 635 N     
05:19:26 640 N     
05:19:27 635 N     
05:19:27 635 N     
05:19:28 635 N     
05:19:29 625 N     
05:19:29 615 N     
05:19:30 610 N     
05:19:30 610 N     
05:19:31 615 N     
05:19:32 620 N     
05:19:32 615 N     
05:19:33 615 N     
05:19:33 610 N     
05:19:34 605 N     
05:19:35 595 N     
05:19:35 595 N     
05:19:36 600 N     
05:19:36 605 N     
05:19:37 615 N     
05:19:38 620 N     
05:19:38 620 N     
05:19:39 625 N     
05:19:40 625 N     
05:19:40 605 N     
